"","video","Bias","positive","negative","sentiment","lgpp","nrc_el","topic"
"122812","Lkh84w497sY","",181,246,"negative","ENVIRONMENT","disgust","diplomacy"
"122815","LkoGBOs5ecM","",NA,NA,NA,NA,NA,NA
"122816","LkojZhupzWA","C",NA,NA,NA,NA,NA,NA
"122817","Lkpr3h2aBDM","",248,85,"positive","LAW_AND_ORDER","fear","military"
"122818","Ll3HnxBWDwM","",NA,NA,NA,NA,NA,NA
"122824","Ll9jZOzP22c","",254,124,"positive","ENVIRONMENT","negative","military"
"122825","LlKebJp7xFk","",NA,NA,NA,NA,NA,NA
"122830","LlKueC2XNzs","",77,130,"negative","ENVIRONMENT","disgust","diplomacy"
"122838","LlOg0mUoi9Q","",NA,NA,NA,NA,NA,NA
"122840","LlPHK2VHoUE","",192,130,"positive","VALUES","positive","society"
"122842","LlZydtG3xqI","",NA,NA,NA,NA,NA,NA
"122843","Llb0q87Slys","LC",30,48,"negative","CULTURE","joy","economy"
"122844","Llbr5quW94w","",10,2,"positive","RURAL","disgust","diplomacy"
"122845","LljQOupo-Ow","",84,47,"positive","LAW_AND_ORDER","negative","society"
"122850","Lm1YoUMmlbU","LC",NA,NA,NA,NA,NA,NA
"122851","Lm6hMe_XFGc","L",NA,NA,NA,NA,NA,NA
"122862","Lm9na3tWe1o","C",149,52,"positive","ECONOMY","positive","economy"
"122863","LmAugMSJ1-Y","C",116,50,"positive","ENVIRONMENT","disgust","politics"
"122864","LmFqI6Zohtk","",NA,NA,NA,NA,NA,NA
"122865","LmH9cMx4PMw","",NA,NA,NA,NA,NA,NA
"122866","LmIg6pE9oAw","",36,24,"positive","VALUES","joy","politics"
"122870","LmKkoiSAoUc","LC",NA,NA,NA,NA,NA,NA
"122871","LmXGvsuNDv8","C",195,79,"positive","URBAN","positive","diplomacy"
"122873","LmYNT4uImmY","",399,182,"positive","VALUES","joy","society"
"122891","LmaIBWyAqcc","L",NA,NA,NA,NA,NA,NA
"122898","LmhILSGA2bA","",381,158,"positive","GROUPS","joy","military"
"122899","LmiBASu41-A","",NA,NA,NA,NA,NA,NA
"122900","LmllfS6U-6A","LC",64,46,"positive","CULTURE","negative","economy"
"122901","LmmwpKAn5Ic","",NA,NA,NA,NA,NA,NA
"122902","LmqUIkbEosY","",171,212,"negative","LAW_AND_ORDER","fear","military"
"122903","LmvrBGmu9k4","C",70,131,"negative","INSTITUTIONS","anger","society"
"122908","LmwgGkJ64CM","",491,431,"positive","ENVIRONMENT","disgust","society"
"122937","Ln05iOcU7TE","R",NA,NA,NA,NA,NA,NA
"122947","Ln3dvXzjetM","",NA,NA,NA,NA,NA,NA
"122957","LnA7Au-DLUM","",NA,NA,NA,NA,NA,NA
"122958","LnAVvewVcB4","LC",9,17,"negative","ECONOMY","trust","politics"
"122959","LnJwH_PZXnM","C",3,3,"positive","VALUES","joy","society"
"123837","Lnas35XzmVk","",576,209,"positive","GROUPS","joy","military"
"123838","Lnh8m2wSwIU","",37,21,"positive","VALUES","positive","diplomacy"
"123839","Lnhhk9USjRA","",31,17,"positive","RURAL","joy","society"
"123841","Lnm7NoilIMQ","LC",30,27,"positive","ECONOMY","sadness","politics"
"123859","Lnpx-u6goHs","",24,19,"positive","ENVIRONMENT","disgust","diplomacy"
"123860","Lnqj06xMy_A","",NA,NA,NA,NA,NA,NA
"123861","LnvDmLD-CF4","",NA,NA,NA,NA,NA,NA
"123862","LnzuMJLZRdU","",142,36,"positive","ENVIRONMENT","anticipation","military"
"123863","Lo43Gq_Xe1M","",303,156,"positive","URBAN","anticipation","diplomacy"
"123864","Lo52BObqCds","L",2,1,"positive","RURAL","surprise","military"
"123879","LoBJOkhtDQQ","LC",326,63,"positive","LAW_AND_ORDER","anger","politics"
"123888","LoD-WKcZjaI","LC",NA,NA,NA,NA,NA,NA
"123892","LoDNRyIUnZY","",84,19,"positive","ENVIRONMENT","disgust","diplomacy"
"123894","LoE7b7K-DZs","LC",217,59,"positive","VALUES","positive","society"
"124015","LoEWM87-95w","",85,31,"positive","GROUPS","joy","society"
"124016","LoHdfY1ig_0","LC",NA,NA,NA,NA,NA,NA
"124018","LoQdpA6VMdw","",NA,NA,NA,NA,NA,NA
"124020","LoVKiaJxKMk","",NA,NA,NA,NA,NA,NA
"124021","Lo_irQ9bjzU","",210,258,"negative","GROUPS","disgust","military"
"124033","LoayhbHElMA","",155,122,"positive","GROUPS","joy","society"
"124034","LofzfxhyV5Y","",26,58,"negative","CULTURE","joy","society"
"124035","LoldJNDLZHc","",290,79,"positive","URBAN","joy","society"
"124036","LolzrHouBh4","",NA,NA,NA,NA,NA,NA
"124037","Lp5uh6ztGJo","",NA,NA,NA,NA,NA,NA
"124038","Lp7E973zozc","C",110,91,"positive","URBAN","negative","economy"
"124096","Lp9DIbT4QgM","",162,30,"positive","ENVIRONMENT","negative","diplomacy"
"124097","Lp9Jdyno9hI","",161,81,"positive","ENVIRONMENT","negative","diplomacy"
"124098","LpHrHy2kFYE","",NA,NA,NA,NA,NA,NA
"124099","LpIyaIHsJbc","LC",NA,NA,NA,NA,NA,NA
"124104","LpMLOmBD_Fc","",NA,NA,NA,NA,NA,NA
"124105","LpOBH6kWupU","",33,17,"positive","URBAN","sadness","society"
"124108","LpVyqHeyTcA","",NA,NA,NA,NA,NA,NA
"124109","LpY_9qY-j1g","",NA,NA,NA,NA,NA,NA
"124110","Lpb8lLwW3aQ","",NA,NA,NA,NA,NA,NA
"124113","LplSnXQMf38","",NA,NA,NA,NA,NA,NA
"124114","LpmOT6l9qwY","",178,162,"positive","RURAL","fear","military"
"124122","LpnVb5RFW_0","L",110,25,"positive","CULTURE","joy","economy"
"124123","LpyUH85h-l0","",NA,NA,NA,NA,NA,NA
"124124","Lq0kJR8usNI","",197,334,"negative","VALUES","joy","politics"
"124125","Lq1WJznOWZI","RC",49,36,"positive","INSTITUTIONS","trust","politics"
"124126","Lq7_ql0-f3o","",80,38,"positive","VALUES","positive","society"
"124127","LqJBXtG9xxk","",59,7,"positive","VALUES","positive","economy"
"124131","LqL3tyCQ1yY","",348,109,"positive","ECONOMY","trust","politics"
"124134","LqM5d4Bx0Vs","",NA,NA,NA,NA,NA,NA
"124138","LqSSSy8gWVg","",NA,NA,NA,NA,NA,NA
"124139","LqUxOfIdxxo","",NA,NA,NA,NA,NA,NA
"124140","LqXqb-db4Lg","",NA,NA,NA,NA,NA,NA
"124141","LqY3TUW7skI","",NA,NA,NA,NA,NA,NA
"124142","LqaRqLjLxTA","LC",60,33,"positive","INSTITUTIONS","positive","politics"
"124143","Lqf01ahsqY8","",NA,NA,NA,NA,NA,NA
"124144","LqhsZMfL-fQ","",27,3,"positive","CULTURE","joy","economy"
"124145","LqiwX3Yzwpc","",315,106,"positive","ENVIRONMENT","trust","economy"
"124146","LqjW8kN2g7Q","",90,40,"positive","URBAN","trust","diplomacy"
"124147","LqoJApzkaPU","",283,134,"positive","ECONOMY","anticipation","economy"
"124148","LqrSVeXvwv8","",145,47,"positive","ENVIRONMENT","disgust","society"
"124149","LqtZjpI1oVQ","C",111,66,"positive","URBAN","negative","society"
"124162","Lr1VNpBO6Zs","L",66,16,"positive","URBAN","joy","society"
"124168","Lr4Pzi_584g","",NA,NA,NA,NA,NA,NA
"124175","Lr54uHHwKvU","",44,26,"positive","URBAN","joy","society"
"124177","Lr6DYLBkyG0","",109,95,"positive","LAW_AND_ORDER","positive","military"
"124178","LrBn0g6g0H4","L",226,59,"positive","VALUES","negative","society"
"124182","LrC9IGf1Qm0","",NA,NA,NA,NA,NA,NA
"124183","LrVNTZ6ORm8","",NA,NA,NA,NA,NA,NA
"124184","LrXnmoiiwPQ","",NA,NA,NA,NA,NA,NA
"124188","Lrd72GKhe44","",183,135,"positive","INSTITUTIONS","joy","military"
"124189","Lrm2pD0qofM","",NA,NA,NA,NA,NA,NA
"124191","Lrmx5OFQ0nU","",NA,NA,NA,NA,NA,NA
"124192","LrrNu_m_9K4","",213,102,"positive","URBAN","anticipation","diplomacy"
"124193","LrwM3JNm4BU","",165,88,"positive","ENVIRONMENT","sadness","society"
"124194","Ls6xKKNHtwQ","",134,91,"positive","INSTITUTIONS","trust","economy"
"124195","Ls6xQRl_s8g","",NA,NA,NA,NA,NA,NA
"124196","LsAcxmJ8_jI","",61,14,"positive","CULTURE","joy","economy"
"124199","LsBRrVqAAs8","",NA,NA,NA,NA,NA,NA
"124200","LsDx7CM0SkI","",412,222,"positive","INSTITUTIONS","positive","politics"
"124201","LsESSyMnwmU","C",NA,NA,NA,NA,NA,NA
"124203","LsGL5MXRVmc","LC",183,128,"positive","INSTITUTIONS","trust","politics"
"124204","LsHyE4s3YuM","",68,78,"negative","VALUES","positive","politics"
"124205","LsQS8UCZFWs","",NA,NA,NA,NA,NA,NA
"124206","LsTbdFyc8sI","",21,13,"positive","RURAL","fear","military"
"124207","Lsa8wgtS_9s","RC",26,29,"negative","INSTITUTIONS","anger","diplomacy"
"124211","LscTx6DHh9I","C",145,33,"positive","INSTITUTIONS","surprise","economy"
"124212","LseK5gp66u8","",12,19,"negative","RURAL","fear","military"
"124213","LsntxWX9bX8","",NA,NA,NA,NA,NA,NA
"124214","LssgdtgJxA4","",18,2,"positive","VALUES","joy","politics"
"124215","Lsuhan3MmpQ","L",NA,NA,NA,NA,NA,NA
"124219","LswzFiCPGwg","",NA,NA,NA,NA,NA,NA
"124220","Lt04GWcJMrk","",NA,NA,NA,NA,NA,NA
"124222","Lt4YAFMCfxY","",187,62,"positive","ENVIRONMENT","disgust","diplomacy"
"124265","Lt6HuINyftY","",NA,NA,NA,NA,NA,NA
"124267","Lt7votAzI78","",NA,NA,NA,NA,NA,NA
"124268","Lt960JoBAvY","",232,73,"positive","RURAL","surprise","diplomacy"
"124318","LtFyP0qy9XU","",NA,NA,NA,NA,NA,NA
"124320","LtHlw7QJT7Y","",374,192,"positive","ENVIRONMENT","disgust","society"
"124324","LtHqdz0zbmk","",NA,NA,NA,NA,NA,NA
"124325","LtWuMv0p804","",34,48,"negative","INSTITUTIONS","trust","politics"
"124331","Ltof53DQl9s","",1137,807,"positive","ENVIRONMENT","sadness","society"
"124332","LtxE5tn8ITY","",NA,NA,NA,NA,NA,NA
"124334","Lu1UamHgIbI","C",NA,NA,NA,NA,NA,NA
"124335","Lu43ShkVi8A","",14,22,"negative","ENVIRONMENT","disgust","society"
"124353","Lu9irPTCfjs","",188,144,"positive","INSTITUTIONS","sadness","politics"
"124354","LuUxUt6MwIU","",NA,NA,NA,NA,NA,NA
"124356","LuWNg0FDLdk","",NA,NA,NA,NA,NA,NA
"124357","LuY8EjdeQLo","",39,22,"positive","RURAL","disgust","diplomacy"
"124358","LuZFThlOiJI","",251,191,"positive","ENVIRONMENT","disgust","society"
"124382","LucOUSpTB3Y","",481,244,"positive","ECONOMY","sadness","economy"
"124384","LuhOWKX4yoQ","",NA,NA,NA,NA,NA,NA
"124385","LuqQOEkGFVQ","C",NA,NA,NA,NA,NA,NA
"124387","LuxnpKR2vaM","",NA,NA,NA,NA,NA,NA
"124388","LuzGs8SfXBo","L",97,52,"positive","CULTURE","surprise","economy"
"124414","Lv79mYHu2C4","C",126,53,"positive","ENVIRONMENT","positive","society"
"124426","Lv8NWk3gz2c","",NA,NA,NA,NA,NA,NA
"124432","LvAmAnBEC7w","",38,18,"positive","RURAL","disgust","diplomacy"
"124436","LvB4GUTWDcI","",NA,NA,NA,NA,NA,NA
"124437","LvBlzDz9ttM","",153,56,"positive","ECONOMY","trust","economy"
"124439","LvDBlCndLc8","",NA,NA,NA,NA,NA,NA
"124440","LvDt5vC6xdE","L",80,25,"positive","ENVIRONMENT","joy","society"
"124442","LvEkfF3HtfE","C",NA,NA,NA,NA,NA,NA
"124443","LvIkTGmCmg4","",2,1,"positive","RURAL","surprise","military"
"124445","LvLRheIPY90","C",NA,NA,NA,NA,NA,NA
"124448","LvPpFlnDSRE","",NA,NA,NA,NA,NA,NA
"124449","LvTH41ER8yk","LC",NA,NA,NA,NA,NA,NA
"124450","LvZfo1jzCFs","LC",NA,NA,NA,NA,NA,NA
"124454","Lvbkr-nXpjE","",28,32,"negative","GROUPS","anger","military"
"124455","Lvfe8WqPhsk","C",NA,NA,NA,NA,NA,NA
"124456","LvkbebrpBcA","",28,3,"positive","VALUES","negative","politics"
"124458","Lw1UyTxUENI","",585,400,"positive","ENVIRONMENT","sadness","society"
"124460","Lw6gipRi27c","",NA,NA,NA,NA,NA,NA
"124462","LwBUfB7hU6A","",20,24,"negative","ENVIRONMENT","disgust","diplomacy"
"124463","LwCkSjG4ZQE","",NA,NA,NA,NA,NA,NA
"124464","LwHP9i4d8pY","",NA,NA,NA,NA,NA,NA
"124465","LwO35jaS87M","",81,45,"positive","GROUPS","trust","politics"
"124466","LwQe4L9svUU","LC",78,62,"positive","INSTITUTIONS","trust","economy"
"124468","LwUTvwuEvaA","C",NA,NA,NA,NA,NA,NA
"124512","LwYeiamMWBw","",169,175,"negative","LAW_AND_ORDER","fear","military"
"124513","Lwc8bw0V-co","",356,198,"positive","VALUES","positive","politics"
"124514","LwjC073Y9oc","",NA,NA,NA,NA,NA,NA
"124515","LwkNChSO2yE","",NA,NA,NA,NA,NA,NA
"124516","Lx4ER8aXq3w","",408,39,"positive","CULTURE","joy","economy"
"124517","Lx9zgZCMqXE","",NA,NA,NA,NA,NA,NA
"124521","LxAcfNH5hfs","",38,8,"positive","CULTURE","joy","economy"
"124522","LxBHvFMPGkk","",85,40,"positive","INSTITUTIONS","sadness","politics"
"124524","LxNLEdnEUy8","",61,46,"positive","INSTITUTIONS","trust","politics"
"124527","LxO-6rlihSg","",1388,583,"positive","URBAN","anger","diplomacy"
"124531","LxOQWUSA5tc","",255,198,"positive","VALUES","fear","politics"
"124532","LxR88pHEs5A","",403,206,"positive","VALUES","positive","politics"
"124533","LxRALu4D5tM","",NA,NA,NA,NA,NA,NA
"124535","LxWgwQuPqm0","",NA,NA,NA,NA,NA,NA
"124538","LxZuaAVh8sk","",147,47,"positive","VALUES","positive","society"
"124541","Lxa2UGGagyQ","",NA,NA,NA,NA,NA,NA
"124542","LxhhOfe3uWc","LC",NA,NA,NA,NA,NA,NA
"124567","Ly4oBXssPTE","",29,15,"positive","VALUES","sadness","society"
"124568","Ly7Z9u3ZDJc","R",NA,NA,NA,NA,NA,NA
"124571","Ly8m4zQN3Ns","L",25,15,"positive","INSTITUTIONS","joy","military"
"124579","LyC855KdBKo","LC",198,162,"positive","INSTITUTIONS","sadness","politics"
"124658","LyDKS5ubiDI","LC",20,7,"positive","VALUES","joy","politics"
"124659","LyP9ptocXMM","L",260,87,"positive","URBAN","surprise","society"
"124751","LyRz8i0_MZI","",588,340,"positive","VALUES","positive","society"
"124753","LySL-0ONA5g","",NA,NA,NA,NA,NA,NA
"124754","LyZK8k4gzyg","",NA,NA,NA,NA,NA,NA
"124755","LyeRC08UkeY","LC",89,61,"positive","INSTITUTIONS","surprise","politics"
"124759","LyjbTcKM9og","",NA,NA,NA,NA,NA,NA
"124760","LymBdzprYJ4","",NA,NA,NA,NA,NA,NA
"124761","LymuZ8abvmc","L",NA,NA,NA,NA,NA,NA
"124762","Lysz7RvfTVc","",55,43,"positive","VALUES","positive","economy"
"124769","Lyv542uq_Is","",23,1,"positive","VALUES","sadness","society"
"124773","LywmZlrbW8o","LC",36,43,"negative","LAW_AND_ORDER","fear","politics"
"124776","LyxjNSHNYwk","",7,13,"negative","CULTURE","joy","society"
"124777","LyyF7m_FS3E","",26,6,"positive","GROUPS","joy","military"
"124778","LzAgPG2aCx4","",762,397,"positive","VALUES","positive","politics"
"124783","LzB9FP8x_cc","",NA,NA,NA,NA,NA,NA
"124784","LzGaPv_3oWQ","",178,143,"positive","ENVIRONMENT","negative","diplomacy"
"124786","LzItBCiUI-0","C",19,26,"negative","INSTITUTIONS","anger","politics"
"124790","LzJjelbERbI","",NA,NA,NA,NA,NA,NA
"124791","LzOArSE3hcw","",NA,NA,NA,NA,NA,NA
"124792","Lz_QSxiQQJc","",21,15,"positive","GROUPS","joy","society"
"124793","LzdSJaDyPt0","",NA,NA,NA,NA,NA,NA
"124794","LzgeE9Y1Vys","",57,60,"negative","RURAL","negative","military"
"124795","LzhTEEYY-rs","LC",NA,NA,NA,NA,NA,NA
"124796","Lzjn5o7Hwek","",503,144,"positive","RURAL","anticipation","military"
"124798","Lzl8-_4qzyk","",NA,NA,NA,NA,NA,NA
"124804","M-Fp1LeAfm4","",38,8,"positive","RURAL","fear","military"
"124805","M-IQQCEW_g0","",203,42,"positive","CULTURE","joy","society"
"124806","M-SVdQ-CHkA","",998,552,"positive","ENVIRONMENT","sadness","society"
"124807","M-XyFBCSpOo","LC",343,84,"positive","INSTITUTIONS","trust","politics"
"124808","M-ZQs8lILus","",20,5,"positive","GROUPS","joy","politics"
"124809","M-eNwalqD64","LC",395,212,"positive","INSTITUTIONS","trust","military"
"124813","M-hPaoiIJAo","L",NA,NA,NA,NA,NA,NA
"124816","M-m5LzTmQUQ","",3,1,"positive","VALUES","positive","society"
"124817","M-n5vol3CEE","L",133,49,"positive","RURAL","fear","diplomacy"
"124827","M-qgIBiwcd0","R",42,38,"positive","INSTITUTIONS","trust","politics"
"124882","M-vQGxTFfPU","",NA,NA,NA,NA,NA,NA
"124885","M00VLswZdyc","",NA,NA,NA,NA,NA,NA
"124889","M08fu7HAsjk","",NA,NA,NA,NA,NA,NA
"124892","M0Jll1NL3ik","RC",NA,NA,NA,NA,NA,NA
"124894","M0LWbW2gH-Y","LC",28,6,"positive","VALUES","positive","society"
"124895","M0QvjlWBKPA","",NA,NA,NA,NA,NA,NA
"124898","M0Sa8fLOajA","",133,26,"positive","CULTURE","anticipation","economy"
"124899","M0XIBCGbtRU","",175,123,"positive","VALUES","positive","society"
"124901","M0jtiljHVak","",NA,NA,NA,NA,NA,NA
"124902","M0k_xirDo6k","",2654,1043,"positive","CULTURE","joy","economy"
"124903","M0l7xH5zbIg","R",NA,NA,NA,NA,NA,NA
"124904","M0lP0kivBpA","C",1176,474,"positive","INSTITUTIONS","trust","politics"
"124905","M0mia15mV04","",942,265,"positive","CULTURE","joy","society"
"124910","M0u3QJrtgEM","LC",NA,NA,NA,NA,NA,NA
"124916","M0yYTNrP_38","L",NA,NA,NA,NA,NA,NA
"124917","M1-eDQeEPeI","",476,240,"positive","CULTURE","joy","economy"
"124921","M11XkE6KBro","",9,9,"positive","RURAL","fear","military"
"124925","M14ReHfPFUw","",734,435,"positive","LAW_AND_ORDER","surprise","economy"
"124926","M18aGqj-90A","",912,422,"positive","VALUES","anger","politics"
"124930","M19x_2F8LdA","",54,19,"positive","GROUPS","anticipation","society"
"124931","M1D0DCwddvQ","",NA,NA,NA,NA,NA,NA
"124932","M1Fl25Mt9Uo","",478,309,"positive","ECONOMY","sadness","economy"
"124934","M1K8HyKcHsk","",NA,NA,NA,NA,NA,NA
"124936","M1LPFPU-wpk","",328,76,"positive","CULTURE","joy","society"
"124937","M1OBqrfIQOM","",25,16,"positive","RURAL","anger","diplomacy"
"124938","M1R2l2EuhNs","",219,148,"positive","LAW_AND_ORDER","fear","military"
"124939","M1YTgxoWVV4","",NA,NA,NA,NA,NA,NA
"124940","M1YmR8yteTQ","",NA,NA,NA,NA,NA,NA
"124941","M1f6UzJDxaA","",NA,NA,NA,NA,NA,NA
"124942","M1nv73Ad8aE","",NA,NA,NA,NA,NA,NA
"124943","M1t0egTZY44","",NA,NA,NA,NA,NA,NA
"124944","M1uzIBdKxFc","",26,8,"positive","VALUES","positive","economy"
"124945","M1vpDSAVivs","",40,10,"positive","INSTITUTIONS","trust","politics"
"124946","M23_J152m14","",NA,NA,NA,NA,NA,NA
"124947","M23zIkeycm4","",90,46,"positive","ENVIRONMENT","positive","economy"
"124948","M27Xr6m34TQ","",NA,NA,NA,NA,NA,NA
"124949","M2NDQOgGycg","",NA,NA,NA,NA,NA,NA
"124950","M2NHvpM9PWU","C",79,37,"positive","ENVIRONMENT","sadness","society"
"124951","M2S0jb4Yx5A","",NA,NA,NA,NA,NA,NA
"124952","M2YvIVkcJFk","",NA,NA,NA,NA,NA,NA
"124955","M2_NeFbFcSw","",NA,NA,NA,NA,NA,NA
"124956","M2_rxlv-MRc","C",13,34,"negative","INSTITUTIONS","trust","politics"
"124965","M2hgPP63ucM","",NA,NA,NA,NA,NA,NA
"124966","M2hpy0Jcqkw","",NA,NA,NA,NA,NA,NA
"124968","M2pL-hQyKds","",NA,NA,NA,NA,NA,NA
"124969","M2pYFxvZBgE","",87,30,"positive","ECONOMY","surprise","economy"
"124970","M2qb2cXtxzw","",NA,NA,NA,NA,NA,NA
"124972","M2rNr9Jx-DE","",81,57,"positive","CULTURE","disgust","society"
"124973","M2ra8p4MSOk","",321,93,"positive","ENVIRONMENT","sadness","society"
"124976","M2tcorO2EI8","",187,87,"positive","VALUES","sadness","society"
"124977","M34sHVYhWvw","LC",NA,NA,NA,NA,NA,NA
"124978","M37Kq0ob9MA","",13,8,"positive","LAW_AND_ORDER","trust","politics"
"124979","M3AmCSKJfwg","",54,17,"positive","VALUES","positive","society"
"124980","M3GuYaBjtTw","",27,4,"positive","VALUES","joy","politics"
"124981","M3HAhvYynnc","",73,32,"positive","CULTURE","anticipation","economy"
"124982","M3Iztt4D2UE","",NA,NA,NA,NA,NA,NA
"124983","M3M9KGPMkoo","",NA,NA,NA,NA,NA,NA
"124984","M3N11FtJc7k","L",13,9,"positive","INSTITUTIONS","trust","politics"
"125206","M3Rde73r8cQ","LC",101,24,"positive","CULTURE","joy","economy"
"125208","M3Xb93lb0jw","",363,238,"positive","CULTURE","joy","economy"
"125213","M3YMq4Bnsrw","",NA,NA,NA,NA,NA,NA
"125214","M3cpmBWBWVU","",NA,NA,NA,NA,NA,NA
"125215","M3eTMN_izSY","",NA,NA,NA,NA,NA,NA
"125216","M3ersKH3hXI","",431,254,"positive","ENVIRONMENT","disgust","diplomacy"
"125217","M3hBhGeBeTQ","",NA,NA,NA,NA,NA,NA
"125218","M3ihWJEiYWY","",114,39,"positive","CULTURE","joy","economy"
"125219","M3kPvXkqzS8","",1394,404,"positive","INSTITUTIONS","trust","politics"
"125220","M3mnUMmUAHQ","C",117,69,"positive","VALUES","sadness","society"
"125221","M3q_T5yZV-U","",423,177,"positive","LAW_AND_ORDER","positive","politics"
"125223","M43uYGu7T5c","",70,40,"positive","CULTURE","joy","economy"
"125228","M45HDbaW1DI","C",163,107,"positive","VALUES","positive","society"
"125229","M4LRHJlijVU","",389,411,"negative","RURAL","anticipation","military"
"125240","M4PXaCu-9KE","",NA,NA,NA,NA,NA,NA
"125241","M4Ta9izzsiQ","",NA,NA,NA,NA,NA,NA
"125242","M4eIECXugB8","",13,2,"positive","GROUPS","joy","society"
"125246","M4fIHfiGiyk","L",57,28,"positive","INSTITUTIONS","trust","politics"
"125247","M4iU_Aees9A","",856,157,"positive","VALUES","positive","society"
"125248","M4isGpouBZ8","",NA,NA,NA,NA,NA,NA
"125249","M4wjmr18Noo","",NA,NA,NA,NA,NA,NA
"125250","M4xqMSkX2Kw","",417,205,"positive","CULTURE","fear","military"
"125257","M4zIugNrGBY","",106,35,"positive","LAW_AND_ORDER","negative","military"
"125259","M5-i-cqjh_Y","",NA,NA,NA,NA,NA,NA
"125260","M51nqMuOXps","",NA,NA,NA,NA,NA,NA
"125262","M52IP7nWeVY","C",NA,NA,NA,NA,NA,NA
"125263","M53Hbh5wpRQ","",145,125,"positive","ENVIRONMENT","anger","diplomacy"
"125264","M57IlIQMx8A","C",NA,NA,NA,NA,NA,NA
"125265","M5A1RsgXgTs","",547,165,"positive","ECONOMY","trust","economy"
"125267","M5DcO7qpu7E","",NA,NA,NA,NA,NA,NA
"125269","M5GEFAd6AO0","",NA,NA,NA,NA,NA,NA
"125271","M5JFeTtSS3c","",NA,NA,NA,NA,NA,NA
"125272","M5LkSGPfzQ4","",NA,NA,NA,NA,NA,NA
"125273","M5PMFgMEWKc","",NA,NA,NA,NA,NA,NA
"125274","M5RPDrLBDuY","",NA,NA,NA,NA,NA,NA
"125276","M5UjalVEPSY","LC",22,17,"positive","URBAN","surprise","diplomacy"
"125280","M5YVa-FJBHo","",NA,NA,NA,NA,NA,NA
"125281","M5d8uTPYyVY","",NA,NA,NA,NA,NA,NA
"125282","M5gGbUjyk3k","",170,29,"positive","URBAN","surprise","society"
"125283","M5i_YYAXsAM","",NA,NA,NA,NA,NA,NA
"125284","M5sl77vxFpE","",NA,NA,NA,NA,NA,NA
"125285","M5tBpOiytEg","",NA,NA,NA,NA,NA,NA
"125286","M5y69v1RbU0","",308,96,"positive","ECONOMY","trust","economy"
"125317","M5zBmaHyrAw","",NA,NA,NA,NA,NA,NA
"125318","M6-Y5fy-8gw","",198,261,"negative","GROUPS","joy","military"
"125319","M624T3PTggU","",NA,NA,NA,NA,NA,NA
"125320","M69hfvoqJWI","",NA,NA,NA,NA,NA,NA
"125324","M6GgU08rxyg","",NA,NA,NA,NA,NA,NA
"125326","M6QZLQnAhZo","LC",NA,NA,NA,NA,NA,NA
"125327","M6VYeLQ7WMQ","LC",NA,NA,NA,NA,NA,NA
"125328","M6WqtiKBwas","",136,14,"positive","GROUPS","joy","military"
"125338","M6ZmTKQyVOE","",593,416,"positive","ENVIRONMENT","sadness","society"
"125340","M6heWUp1BZo","",62,50,"positive","CULTURE","disgust","society"
"125342","M6kDeBaJi0M","",NA,NA,NA,NA,NA,NA
"125343","M6ltxk2U_NM","",11,14,"negative","URBAN","joy","society"
"125357","M6oXZUtyCJ4","",77,37,"positive","CULTURE","anticipation","diplomacy"
"125358","M70St2wInLg","",NA,NA,NA,NA,NA,NA
"125360","M7941sCZ9hA","",NA,NA,NA,NA,NA,NA
"125375","M7GOCt7ZWUs","",154,80,"positive","CULTURE","joy","society"
"125376","M7Qt15dTA6Y","R",NA,NA,NA,NA,NA,NA
"125379","M7R78aGK6PA","",NA,NA,NA,NA,NA,NA
"125380","M7S-q4Y7kSE","LC",19,26,"negative","INSTITUTIONS","anger","politics"
"125394","M7SgS2yPRF0","",170,165,"positive","GROUPS","anger","politics"
"125429","M7TZWLflW54","LC",12,1,"positive","ECONOMY","positive","military"
"125430","M7UeCZVlACk","",NA,NA,NA,NA,NA,NA
"125432","M7YxkjQoGtk","",271,174,"positive","ECONOMY","trust","economy"
"125433","M7aFUEIY-ak","",NA,NA,NA,NA,NA,NA
"125434","M7cIc7IAN6U","C",38,35,"positive","LAW_AND_ORDER","positive","military"
"125435","M7eEznpRKlc","",54,14,"positive","GROUPS","joy","military"
"125436","M7fTgnydIOQ","",24,12,"positive","GROUPS","negative","diplomacy"
"125443","M7g_lmiP-0Q","",266,73,"positive","URBAN","joy","society"
"125444","M7gdyyxZDGw","",108,32,"positive","CULTURE","positive","military"
"125447","M7hOpT0lPGI","C",63,133,"negative","LAW_AND_ORDER","fear","military"
"125468","M7i5Cs7Va14","",28,99,"negative","LAW_AND_ORDER","fear","military"
"125469","M7m8qAzz-go","",0,0,"positive","GROUPS","anger","diplomacy"
"125470","M7rqKQWdk8o","",19,31,"negative","ENVIRONMENT","disgust","society"
"125471","M7v670G45bI","",NA,NA,NA,NA,NA,NA
"125472","M7xchxTAG4g","",NA,NA,NA,NA,NA,NA
"125479","M87TtmBQQnQ","",191,99,"positive","CULTURE","joy","economy"
"125480","M8EiCCTto9U","",NA,NA,NA,NA,NA,NA
"125481","M8FTHA0JOvA","L",NA,NA,NA,NA,NA,NA
"125483","M8HB2nP0VBg","",NA,NA,NA,NA,NA,NA
"125484","M8JdkfZdhe8","C",100,71,"positive","GROUPS","negative","military"
"125492","M8Mkufm3ncc","LC",452,132,"positive","CULTURE","joy","military"
"125494","M8Sww4lmfK4","",91,46,"positive","RURAL","negative","military"
